dataset,vertices,edges,method,parameter_name,parameter_value,oracle_build_time_ms,oracle_memory_bytes,avg_dijkstra_time_ms,avg_oracle_time_ms,avg_absolute_error,avg_relative_error,max_absolute_error,max_relative_error,theoretical_stretch,total_bunch_size,valid_queries
roadNet-CA_3000_4023.txt,3000,4023,DEGREE_CENTRALITY,landmarks,4,0.9918,96016,0.234251,0.000477143,19.2971,1.96278,79,61,0,0,175
roadNet-CA_3000_4023.txt,3000,4023,DEGREE_CENTRALITY,landmarks,8,1.3973,192032,0.2051,0.000654128,16.6743,1.70465,79,61,0,0,218
roadNet-CA_3000_4023.txt,3000,4023,DEGREE_CENTRALITY,landmarks,16,2.3678,384064,0.198209,0.00082844,5.79817,0.635988,36,12,0,0,218
roadNet-CA_3000_4023.txt,3000,4023,THORUP_ZWICK_RANDOM,k,2,1389.51,1955868,0.191617,0.00194425,4.63717,0.252601,24,2,3,155968,226
roadNet-CA_3000_4023.txt,3000,4023,THORUP_ZWICK_RANDOM,k,3,2454.94,858564,0.194527,0.00215973,5.89381,0.279072,23,2,5,61472,226
roadNet-CA_3000_4023.txt,3000,4023,THORUP_ZWICK_DEGREE_BIASED,k,2,1397.73,1949956,0.196636,0.00200133,4.9115,0.268346,24,2,3,155477,226
roadNet-CA_3000_4023.txt,3000,4023,THORUP_ZWICK_DEGREE_BIASED,k,3,2455.29,813036,0.192392,0.00198894,5,0.24753,28,2,5,57678,226
roadNet-CA_5000_6647.txt,5000,6647,SEQUENTIAL_INDEX,landmarks,4,2.3629,160016,0.429754,0.00053883,29.2766,1.51141,92,30.6667,0,0,188
roadNet-CA_5000_6647.txt,5000,6647,SEQUENTIAL_INDEX,landmarks,8,3.9747,320032,0.441795,0.000933511,27.6968,1.44049,90,30,0,0,188
roadNet-CA_5000_6647.txt,5000,6647,SEQUENTIAL_INDEX,landmarks,16,9.0642,640064,0.442258,0.0013117,26.2872,1.37567,88,29.3333,0,0,188
roadNet-CA_5000_6647.txt,5000,6647,DEGREE_CENTRALITY,landmarks,4,1.6766,160016,0.438461,0.000633511,18.5798,0.984274,71,13.3333,0,0,188
roadNet-CA_5000_6647.txt,5000,6647,DEGREE_CENTRALITY,landmarks,8,6.1658,320032,0.489873,0.00126951,16.6637,0.911419,71,13.3333,0,0,223
roadNet-CA_5000_6647.txt,5000,6647,DEGREE_CENTRALITY,landmarks,16,6.3032,640064,0.369785,0.00132422,8.65022,0.515558,45,13.3333,0,0,223
roadNet-CA_5000_6647.txt,5000,6647,THORUP_ZWICK_RANDOM,k,2,4602.41,3758108,0.391432,0.00282149,4.61404,0.194976,20,1.25,3,301483,228
roadNet-CA_5000_6647.txt,5000,6647,THORUP_ZWICK_RANDOM,k,3,8952.3,1860568,0.392766,0.00224474,8.34211,0.292439,40,2,5,138274,228
roadNet-CA_5000_6647.txt,5000,6647,THORUP_ZWICK_DEGREE_BIASED,k,2,4589.08,3866304,0.394168,0.00285965,4.39035,0.191677,20,1.27273,3,310498,228
roadNet-CA_5000_6647.txt,5000,6647,THORUP_ZWICK_DEGREE_BIASED,k,3,8628.97,1814544,0.384611,0.00235219,8.23246,0.304982,34,1.72727,5,134443,228
